Transaction_ID,Customer_ID,Account_Number,Transaction_Date,Transaction_Time,Transaction_Type,Amount,Merchant,Merchant_Category,Province,City,Device_Type,Device_OS,IP_Address,Login_Location,Card_Present,International,Previous_24hr_Transactions,Previous_24hr_Amount,Account_Age_Months,Customer_Age,Risk_Score,Fraud_Indicators,Fraud_Flag,Fraud_Type,Age_Group
T0000111,C00189,****1549,2025-04-12,07:54:00,POS Purchase,1676.94,Engen,Fuel,Eastern Cape,Gqeberha,ATM,Mac,196.1.109.181,Eastern Cape,Yes,No,20,19323.54,92,36,58,No Fraud,No,No Fraud,31-40
T0000112,C00050,****7519,2025-10-22,11:23:00,ATM Withdrawal,2909.87,Checkers,Grocery,KwaZulu-Natal,Durban,ATM,Windows,196.1.76.225,KwaZulu-Natal,Yes,No,6,17504.06,80,23,18,No Fraud,No,No Fraud,18-30
T0000113,C00074,****4134,2025-03-09,07:59:00,Online Transfer,3565.22,Eskom,Utilities,Eastern Cape,Gqeberha,ATM,Mac,196.1.212.189,Eastern Cape,Yes,No,2,6357.96,154,42,32,No Fraud,No,No Fraud,41-50
T0000114,C00059,****2072,2025-02-06,12:34:00,EFT,4336.07,Shoprite,Grocery,Eastern Cape,Gqeberha,Internet Banking,Mac,196.1.150.12,Eastern Cape,Yes,No,19,8405.49,156,58,44,No Fraud,No,No Fraud,51-60
T0000115,C00279,****7206,2025-05-30,18:18:00,POS Purchase,1114.95,Shoprite,Grocery,KwaZulu-Natal,Durban,Branch,Android,196.1.95.76,KwaZulu-Natal,Yes,No,18,17317.32,195,57,21,No Fraud,No,No Fraud,51-60
T0000116,C00613,****3376,2025-10-12,05:36:00,Online Transfer,1570.66,Engen,Fuel,Gauteng,Johannesburg,Branch,Windows,196.1.189.52,Gauteng,Yes,No,8,8318.81,149,75,25,No Fraud,No,No Fraud,71-80
T0000117,C01164,****1767,2025-03-05,11:52:00,Deposit,2256.05,Eskom,Utilities,Eastern Cape,Gqeberha,Branch,Mac,196.1.217.91,Eastern Cape,Yes,No,19,5617.2,120,20,17,No Fraud,No,No Fraud,18-30
T0000118,C00342,****4135,2025-03-12,05:46:00,POS Purchase,2035.69,Shoprite,Grocery,Eastern Cape,Gqeberha,Internet Banking,Windows,196.1.97.19,Eastern Cape,Yes,No,10,4100.4,85,34,35,No Fraud,No,No Fraud,31-40
T0000119,C00807,****7354,2025-04-25,10:06:00,Bill Payment,3571.77,Checkers,Grocery,Gauteng,Johannesburg,Branch,iPhone,196.1.70.188,Gauteng,No,No,14,19629.83,228,76,4,No Fraud,No,No Fraud,71-80
T0000120,C00607,****3854,2025-06-22,10:18:00,ATM Withdrawal,3568.61,Checkers,Grocery,Gauteng,Johannesburg,Branch,Windows,196.1.174.130,Gauteng,Yes,No,12,13048.95,93,30,38,No Fraud,No,No Fraud,18-30
T0000121,C00726,****8942,2025-12-20,12:45:00,ATM Withdrawal,2258.79,Takealot,Electronics,Gauteng,Johannesburg,ATM,Windows,196.1.120.109,Gauteng,Yes,No,13,16855.04,139,68,38,No Fraud,No,No Fraud,61-70
T0000122,C01000,****6743,2025-09-07,23:24:00,EFT,4309.25,Takealot,Electronics,Western Cape,Cape Town,ATM,iPhone,196.1.208.202,Western Cape,Yes,No,12,17652.3,160,45,37,No Fraud,No,No Fraud,41-50
T0000123,C00071,****6283,2025-01-12,12:09:00,ATM Withdrawal,2655.81,Shoprite,Grocery,KwaZulu-Natal,Durban,Internet Banking,iPhone,196.1.116.96,KwaZulu-Natal,No,No,14,11595.7,94,65,67,No Fraud,No,No Fraud,61-70
T0000124,C00182,****7351,2025-06-19,11:48:00,Deposit,4957.5,Shoprite,Grocery,Gauteng,Johannesburg,Internet Banking,Windows,196.1.62.136,Gauteng,Yes,No,5,6668.43,80,58,23,No Fraud,No,No Fraud,51-60
T0000125,C00561,****1762,2025-04-11,09:13:00,Bill Payment,4400.86,Engen,Fuel,Western Cape,Cape Town,ATM,iPhone,196.1.112.54,Western Cape,Yes,No,18,10419.08,20,48,19,No Fraud,No,No Fraud,41-50
T0000126,C00432,****1606,2025-08-10,22:08:00,Deposit,4866.89,Checkers,Grocery,Eastern Cape,Gqeberha,Branch,Android,196.1.96.54,Eastern Cape,Yes,No,9,8470.78,238,35,38,No Fraud,No,No Fraud,31-40
T0000127,C00512,****2073,2025-10-27,13:35:00,Online Transfer,958.49,Checkers,Grocery,Western Cape,Cape Town,ATM,iPhone,196.1.61.22,Western Cape,Yes,No,5,11080.39,130,54,48,No Fraud,No,No Fraud,51-60
T0000128,C00629,****6062,2025-09-27,22:29:00,EFT,2334.49,Eskom,Utilities,Eastern Cape,Gqeberha,Internet Banking,Mac,196.1.30.59,Eastern Cape,Yes,No,19,12806.75,198,77,28,No Fraud,No,No Fraud,71-80
T0000129,C01059,****7586,2025-08-10,14:52:00,Online Transfer,2729.01,Engen,Fuel,Western Cape,Cape Town,Branch,Android,196.1.59.27,Western Cape,Yes,No,9,2912.06,118,24,40,No Fraud,No,No Fraud,18-30
T0000130,C00691,****7144,2025-12-11,12:00:00,Bill Payment,2009.69,Takealot,Electronics,Gauteng,Johannesburg,Mobile App,Windows,196.1.31.90,Gauteng,Yes,No,15,4331.49,195,20,38,No Fraud,No,No Fraud,18-30
T0000131,C01103,****8112,2025-11-18,07:25:00,Bill Payment,534.62,Engen,Fuel,Western Cape,Cape Town,Mobile App,Android,196.1.26.43,Western Cape,No,No,12,10548.22,8,44,68,No Fraud,No,No Fraud,41-50
T0000132,C00081,****8534,2025-06-24,19:42:00,Bill Payment,1111.01,Shoprite,Grocery,Western Cape,Cape Town,Branch,iPhone,196.1.210.152,Western Cape,Yes,No,3,17615.54,139,75,53,No Fraud,No,No Fraud,71-80
T0000133,C01069,****4810,2025-06-04,15:44:00,EFT,1755.43,Shoprite,Grocery,KwaZulu-Natal,Durban,Internet Banking,Android,196.1.156.172,KwaZulu-Natal,Yes,No,0,728.9,132,70,35,No Fraud,No,No Fraud,61-70
T0000134,C00835,****6742,2025-06-03,06:13:00,ATM Withdrawal,3598.9,Checkers,Grocery,Western Cape,Cape Town,ATM,iPhone,196.1.13.204,Western Cape,Yes,No,16,9394.52,57,22,7,No Fraud,No,No Fraud,18-30
T0000135,C00044,****7631,2025-12-03,07:54:00,Deposit,1292.44,Eskom,Utilities,Eastern Cape,Gqeberha,ATM,iPhone,196.1.91.139,Eastern Cape,Yes,No,0,5052.13,82,77,67,No Fraud,No,No Fraud,71-80
T0000136,C01107,****7529,2025-02-13,12:52:00,Online Transfer,2310.4,Takealot,Electronics,Gauteng,Johannesburg,Mobile App,Mac,196.1.31.181,Gauteng,No,No,0,15430.29,119,77,38,No Fraud,No,No Fraud,71-80
T0000137,C00221,****7102,2025-05-05,21:09:00,EFT,75510.68,Engen,Fuel,KwaZulu-Natal,Durban,Branch,Mac,196.1.204.207,KwaZulu-Natal,Yes,Yes,0,593.42,121,77,90,High Amount;New Device,Yes,Card Skimming,71-80
T0000138,C01064,****5884,2025-11-13,09:26:00,Deposit,3503.9,Checkers,Grocery,Western Cape,Cape Town,Branch,Mac,196.1.36.150,Western Cape,Yes,No,15,1403.2,132,32,41,No Fraud,No,No Fraud,31-40
T0000139,C00723,****9913,2025-05-05,01:53:00,Online Transfer,542.69,Eskom,Utilities,Gauteng,Johannesburg,Internet Banking,Android,196.1.121.144,Gauteng,Yes,No,7,19176.17,67,23,34,No Fraud,No,No Fraud,18-30
T0000140,C01155,****8793,2025-08-29,05:50:00,ATM Withdrawal,99.2,Engen,Fuel,KwaZulu-Natal,Durban,ATM,Windows,196.1.203.152,KwaZulu-Natal,No,No,4,13179.74,107,69,58,No Fraud,No,No Fraud,61-70
T0000141,C00654,****9922,2025-04-10,02:34:00,EFT,1343.95,Eskom,Utilities,Gauteng,Johannesburg,Mobile App,Windows,196.1.253.224,Gauteng,No,No,20,2010.14,203,26,18,No Fraud,No,No Fraud,18-30
T0000142,C00370,****8701,2025-01-18,06:01:00,Online Transfer,4676.06,Shoprite,Grocery,Gauteng,Johannesburg,Internet Banking,Mac,196.1.59.44,Gauteng,No,No,8,4052.41,134,46,7,No Fraud,No,No Fraud,41-50
T0000143,C01123,****5556,2025-05-22,00:31:00,Online Transfer,2460.95,Takealot,Electronics,Western Cape,Cape Town,Branch,iPhone,196.1.10.170,Western Cape,No,No,7,16760.1,202,22,41,No Fraud,No,No Fraud,18-30
T0000144,C00545,****8312,2025-12-12,21:37:00,POS Purchase,953.63,Shoprite,Grocery,Eastern Cape,Gqeberha,ATM,iPhone,196.1.99.218,Eastern Cape,Yes,No,16,17625.46,28,19,6,No Fraud,No,No Fraud,18-30
T0000145,C00272,****3822,2025-01-26,00:52:00,Bill Payment,4678.37,Engen,Fuel,Gauteng,Johannesburg,Branch,Mac,196.1.178.213,Gauteng,No,No,13,14049.99,36,25,53,No Fraud,No,No Fraud,18-30
T0000146,C00809,****1370,2025-06-15,02:21:00,ATM Withdrawal,2436.08,Takealot,Electronics,Western Cape,Cape Town,Branch,Mac,196.1.37.245,Western Cape,Yes,No,20,15626.73,36,64,20,No Fraud,No,No Fraud,61-70
T0000147,C00793,****1384,2025-10-06,21:03:00,ATM Withdrawal,2470.73,Engen,Fuel,Western Cape,Cape Town,Branch,Mac,196.1.245.156,Western Cape,Yes,No,16,18422.24,11,22,52,No Fraud,No,No Fraud,18-30
T0000148,C00808,****1917,2025-06-13,06:20:00,Deposit,2221.43,Eskom,Utilities,Eastern Cape,Gqeberha,Mobile App,iPhone,196.1.188.114,Eastern Cape,No,No,19,7691.43,53,78,22,No Fraud,No,No Fraud,71-80
T0000149,C00783,****3053,2025-04-25,00:01:00,ATM Withdrawal,2393.57,Eskom,Utilities,Western Cape,Cape Town,ATM,Mac,196.1.150.250,Western Cape,Yes,No,6,6664.5,207,69,25,No Fraud,No,No Fraud,61-70
T0000150,C01131,****9543,2025-06-15,09:17:00,Bill Payment,3352.32,Takealot,Electronics,Western Cape,Cape Town,Mobile App,Android,196.1.90.46,Western Cape,No,No,6,1064.45,18,71,17,No Fraud,No,No Fraud,71-80
T0000151,C00753,****6057,2025-09-21,23:49:00,Deposit,3681.2,Shoprite,Grocery,Eastern Cape,Gqeberha,Branch,Windows,196.1.38.249,Eastern Cape,Yes,No,17,5736.81,66,62,37,No Fraud,No,No Fraud,61-70
T0000152,C00507,****2796,2025-10-21,22:08:00,POS Purchase,2389.23,Engen,Fuel,Eastern Cape,Gqeberha,Internet Banking,Mac,196.1.117.199,Eastern Cape,Yes,No,3,3905.43,152,51,16,No Fraud,No,No Fraud,51-60
T0000153,C00021,****3354,2025-02-04,08:02:00,ATM Withdrawal,93.51,Takealot,Electronics,Eastern Cape,Gqeberha,Mobile App,Windows,196.1.71.206,Eastern Cape,No,No,12,18087.87,88,54,39,No Fraud,No,No Fraud,51-60
T0000154,C00224,****8320,2025-09-09,15:26:00,Deposit,2465.49,Shoprite,Grocery,Western Cape,Cape Town,Branch,Android,196.1.215.146,Western Cape,Yes,No,2,4664.81,100,69,43,No Fraud,No,No Fraud,61-70
T0000155,C00631,****1701,2025-10-03,15:04:00,Online Transfer,243.37,Engen,Fuel,KwaZulu-Natal,Durban,ATM,Mac,196.1.223.85,KwaZulu-Natal,Yes,No,18,14574.01,37,63,30,No Fraud,No,No Fraud,61-70
T0000156,C00404,****6445,2025-12-01,15:16:00,Bill Payment,2107.62,Engen,Fuel,Western Cape,Cape Town,ATM,Windows,196.1.142.46,Western Cape,No,No,3,13145.36,29,38,65,No Fraud,No,No Fraud,31-40
T0000157,C00259,****7916,2025-12-05,05:37:00,Bill Payment,3207.81,Engen,Fuel,Gauteng,Johannesburg,Internet Banking,Windows,196.1.21.249,Gauteng,Yes,No,17,16549.66,187,38,57,No Fraud,No,No Fraud,31-40
T0000158,C00588,****8410,2025-04-13,20:56:00,POS Purchase,211.03,Shoprite,Grocery,Gauteng,Johannesburg,Mobile App,Android,196.1.237.126,Gauteng,Yes,No,7,17156.43,106,27,64,No Fraud,No,No Fraud,18-30
T0000159,C00905,****3955,2025-02-02,20:03:00,EFT,2726.55,Eskom,Utilities,Eastern Cape,Gqeberha,Internet Banking,Windows,196.1.66.128,Eastern Cape,Yes,No,19,7398.31,6,27,50,No Fraud,No,No Fraud,18-30
T0000160,C01036,****4639,2025-02-05,12:57:00,POS Purchase,1759.2,Shoprite,Grocery,KwaZulu-Natal,Durban,Internet Banking,Windows,196.1.77.40,KwaZulu-Natal,Yes,No,5,19487.16,12,34,63,No Fraud,No,No Fraud,31-40
T0000161,C00274,****9899,2025-08-05,20:50:00,ATM Withdrawal,430.01,Engen,Fuel,Western Cape,Cape Town,ATM,Android,196.1.54.251,Western Cape,Yes,No,0,3406.63,66,44,46,No Fraud,No,No Fraud,41-50
T0000162,C00260,****9282,2025-03-25,16:09:00,ATM Withdrawal,221.2,Shoprite,Grocery,Gauteng,Johannesburg,Mobile App,Android,196.1.166.145,Gauteng,No,No,5,4987.01,222,21,8,No Fraud,No,No Fraud,18-30
T0000163,C00358,****1707,2025-07-13,14:25:00,Online Transfer,4183.6,Shoprite,Grocery,KwaZulu-Natal,Durban,Internet Banking,iPhone,196.1.160.14,KwaZulu-Natal,Yes,No,13,301.32,64,31,37,No Fraud,No,No Fraud,31-40
T0000164,C01075,****2325,2025-11-19,08:03:00,POS Purchase,1985.99,Takealot,Electronics,Western Cape,Cape Town,Internet Banking,Windows,196.1.221.251,Western Cape,No,No,8,9493.0,218,60,65,No Fraud,No,No Fraud,51-60
T0000165,C00778,****9394,2025-12-09,00:28:00,POS Purchase,4924.52,Checkers,Grocery,Western Cape,Cape Town,Mobile App,Mac,196.1.143.120,Western Cape,No,No,13,18199.91,189,23,16,No Fraud,No,No Fraud,18-30
T0000166,C00418,****2377,2025-10-05,23:34:00,POS Purchase,2778.82,Takealot,Electronics,KwaZulu-Natal,Durban,Branch,Windows,196.1.110.105,KwaZulu-Natal,Yes,No,11,5562.75,104,76,58,No Fraud,No,No Fraud,71-80
T0000167,C00925,****9501,2025-09-27,13:47:00,Online Transfer,358.22,Engen,Fuel,KwaZulu-Natal,Durban,Mobile App,iPhone,196.1.145.131,KwaZulu-Natal,Yes,No,16,1540.11,149,76,24,No Fraud,No,No Fraud,71-80
T0000168,C00070,****6028,2025-02-21,15:58:00,POS Purchase,3710.23,Checkers,Grocery,Western Cape,Cape Town,Internet Banking,Windows,196.1.244.54,Western Cape,No,No,20,18421.96,147,56,46,No Fraud,No,No Fraud,51-60
T0000169,C01141,****2075,2025-05-09,04:58:00,Bill Payment,57.64,Engen,Fuel,Eastern Cape,Gqeberha,Internet Banking,Mac,196.1.157.115,Eastern Cape,Yes,No,1,6138.86,207,44,22,No Fraud,No,No Fraud,41-50
T0000170,C00402,****7679,2025-05-04,04:53:00,Bill Payment,4242.33,Eskom,Utilities,Eastern Cape,Gqeberha,ATM,Android,196.1.62.177,Eastern Cape,Yes,No,20,8178.03,209,20,24,No Fraud,No,No Fraud,18-30
T0000171,C00722,****8032,2025-09-12,19:43:00,EFT,3044.43,Engen,Fuel,KwaZulu-Natal,Durban,Internet Banking,Android,196.1.45.111,KwaZulu-Natal,Yes,No,7,1356.72,15,51,66,No Fraud,No,No Fraud,51-60
T0000172,C00633,****3664,2025-08-11,02:23:00,EFT,1528.11,Shoprite,Grocery,Western Cape,Cape Town,ATM,Mac,196.1.80.194,Western Cape,No,No,18,10728.57,73,33,5,No Fraud,No,No Fraud,31-40
T0000173,C01112,****5964,2025-12-26,18:53:00,Deposit,3455.59,Checkers,Grocery,Eastern Cape,Gqeberha,ATM,iPhone,196.1.39.134,Eastern Cape,Yes,No,18,8478.23,168,59,39,No Fraud,No,No Fraud,51-60
T0000174,C00233,****2395,2025-02-20,09:19:00,POS Purchase,1503.43,Checkers,Grocery,Gauteng,Johannesburg,Mobile App,Mac,196.1.118.253,Gauteng,Yes,No,20,16581.7,166,69,19,No Fraud,No,No Fraud,61-70
T0000175,C00522,****3664,2025-12-07,13:34:00,EFT,4611.72,Eskom,Utilities,Eastern Cape,Gqeberha,Internet Banking,Mac,196.1.33.135,Eastern Cape,Yes,No,4,3651.05,68,57,37,No Fraud,No,No Fraud,51-60
T0000176,C00735,****9795,2025-01-17,15:43:00,EFT,3278.68,Engen,Fuel,KwaZulu-Natal,Durban,Internet Banking,Windows,196.1.234.6,KwaZulu-Natal,Yes,No,16,581.47,155,35,36,No Fraud,No,No Fraud,31-40
T0000177,C00452,****6349,2025-12-02,12:15:00,Bill Payment,4432.71,Eskom,Utilities,Gauteng,Johannesburg,Internet Banking,Windows,196.1.22.105,Gauteng,No,No,6,15790.74,82,51,32,No Fraud,No,No Fraud,51-60
T0000178,C00346,****5838,2025-01-21,11:10:00,Bill Payment,3745.36,Takealot,Electronics,Eastern Cape,Gqeberha,Internet Banking,iPhone,196.1.244.64,Eastern Cape,Yes,No,10,9485.89,54,66,21,No Fraud,No,No Fraud,61-70
T0000179,C00764,****8963,2025-07-14,00:52:00,EFT,2344.9,Shoprite,Grocery,Gauteng,Johannesburg,ATM,Android,196.1.79.253,Gauteng,Yes,No,17,2585.98,7,80,15,No Fraud,No,No Fraud,71-80
T0000180,C00674,****6059,2025-01-20,16:22:00,Deposit,2933.74,Takealot,Electronics,KwaZulu-Natal,Durban,ATM,Android,196.1.92.60,KwaZulu-Natal,Yes,No,6,8086.6,234,72,52,No Fraud,No,No Fraud,71-80
T0000181,C00802,****6774,2025-02-23,00:35:00,ATM Withdrawal,157.25,Engen,Fuel,Eastern Cape,Gqeberha,Mobile App,Android,196.1.14.12,Eastern Cape,Yes,No,10,19510.8,47,54,49,No Fraud,No,No Fraud,51-60
T0000182,C00872,****2124,2025-04-02,00:58:00,ATM Withdrawal,979.32,Checkers,Grocery,KwaZulu-Natal,Durban,Internet Banking,Mac,196.1.16.170,KwaZulu-Natal,Yes,No,15,11222.09,43,48,18,No Fraud,No,No Fraud,41-50
T0000183,C00206,****4242,2025-04-14,20:19:00,Bill Payment,551.04,Shoprite,Grocery,Eastern Cape,Gqeberha,Internet Banking,Mac,196.1.74.249,Eastern Cape,Yes,No,19,12884.91,222,38,33,No Fraud,No,No Fraud,31-40
T0000184,C00947,****4013,2025-09-01,05:34:00,EFT,4393.22,Eskom,Utilities,Western Cape,Cape Town,Internet Banking,Windows,196.1.239.185,Western Cape,Yes,No,4,16114.74,79,39,55,No Fraud,No,No Fraud,31-40
T0000185,C00294,****4745,2025-08-03,04:23:00,POS Purchase,2457.14,Engen,Fuel,Eastern Cape,Gqeberha,ATM,Mac,196.1.204.67,Eastern Cape,No,No,4,9878.74,212,27,11,No Fraud,No,No Fraud,18-30
T0000186,C00725,****6928,2025-02-03,07:26:00,Bill Payment,3617.84,Takealot,Electronics,Eastern Cape,Gqeberha,Branch,Windows,196.1.156.151,Eastern Cape,Yes,No,10,9953.99,182,74,7,No Fraud,No,No Fraud,71-80
T0000187,C00739,****4188,2025-03-16,06:22:00,Bill Payment,915.32,Checkers,Grocery,Eastern Cape,Gqeberha,ATM,Android,196.1.103.36,Eastern Cape,Yes,No,5,7016.46,91,33,69,No Fraud,No,No Fraud,31-40
T0000188,C00344,****9642,2025-05-06,07:29:00,Online Transfer,559.11,Shoprite,Grocery,Western Cape,Cape Town,Branch,iPhone,196.1.102.191,Western Cape,Yes,No,8,194.41,224,18,38,No Fraud,No,No Fraud,
T0000189,C01051,****6449,2025-10-14,10:04:00,Online Transfer,1555.12,Eskom,Utilities,KwaZulu-Natal,Durban,Mobile App,iPhone,196.1.244.160,KwaZulu-Natal,Yes,No,1,2185.05,64,54,29,No Fraud,No,No Fraud,51-60
T0000190,C00847,****7322,2025-07-16,04:55:00,Online Transfer,3099.41,Shoprite,Grocery,Gauteng,Johannesburg,Branch,Windows,196.1.8.118,Gauteng,Yes,No,12,2667.07,63,60,66,No Fraud,No,No Fraud,51-60
T0000191,C00782,****2056,2025-06-17,08:01:00,Bill Payment,2246.95,Takealot,Electronics,Gauteng,Johannesburg,ATM,Android,196.1.99.124,Gauteng,Yes,No,15,2254.66,168,26,35,No Fraud,No,No Fraud,18-30
T0000192,C01060,****4468,2025-02-08,05:55:00,Deposit,4392.18,Eskom,Utilities,Eastern Cape,Gqeberha,ATM,Mac,196.1.87.252,Eastern Cape,Yes,No,9,3481.91,216,76,61,No Fraud,No,No Fraud,71-80
T0000193,C00805,****9531,2025-09-04,20:42:00,POS Purchase,2105.48,Engen,Fuel,Eastern Cape,Gqeberha,ATM,Windows,196.1.11.101,Eastern Cape,Yes,No,8,18215.64,205,75,7,No Fraud,No,No Fraud,71-80
T0000194,C00117,****3238,2025-08-28,08:16:00,Bill Payment,4326.19,Checkers,Grocery,Eastern Cape,Gqeberha,ATM,Android,196.1.96.216,Eastern Cape,Yes,No,3,9592.3,47,26,18,No Fraud,No,No Fraud,18-30
T0000195,C00489,****8836,2025-05-01,03:45:00,Online Transfer,63.66,Eskom,Utilities,Gauteng,Johannesburg,ATM,iPhone,196.1.74.155,Gauteng,No,No,12,5293.84,135,44,47,No Fraud,No,No Fraud,41-50
T0000196,C00017,****9353,2025-05-08,11:27:00,Online Transfer,3234.7,Shoprite,Grocery,Gauteng,Johannesburg,Branch,iPhone,196.1.134.94,Gauteng,Yes,No,10,16454.31,156,45,22,No Fraud,No,No Fraud,41-50
T0000197,C00187,****6166,2025-08-24,01:16:00,Bill Payment,822.45,Shoprite,Grocery,Gauteng,Johannesburg,Mobile App,Android,196.1.73.180,Gauteng,No,No,16,4090.62,168,65,52,No Fraud,No,No Fraud,61-70
T0000198,C00166,****8471,2025-11-12,12:18:00,Online Transfer,3046.13,Checkers,Grocery,Gauteng,Johannesburg,Internet Banking,Android,196.1.149.101,Gauteng,Yes,No,10,13940.02,15,76,47,No Fraud,No,No Fraud,71-80
T0000199,C00363,****3194,2025-04-17,12:42:00,ATM Withdrawal,1239.09,Engen,Fuel,Gauteng,Johannesburg,Mobile App,Android,196.1.246.234,Gauteng,Yes,No,13,17811.19,58,27,11,No Fraud,No,No Fraud,18-30
T0000200,C00683,****1410,2025-11-11,05:16:00,ATM Withdrawal,1442.06,Takealot,Electronics,Western Cape,Cape Town,Mobile App,Mac,196.1.247.178,Western Cape,Yes,No,18,17266.79,220,72,26,No Fraud,No,No Fraud,71-80
T0000201,C01115,****6907,2025-09-28,07:00:00,ATM Withdrawal,473.84,Shoprite,Grocery,KwaZulu-Natal,Durban,Mobile App,Mac,196.1.157.82,KwaZulu-Natal,Yes,No,2,1568.68,113,52,24,No Fraud,No,No Fraud,51-60
T0000202,C00408,****9786,2025-06-16,14:53:00,Bill Payment,2074.25,Eskom,Utilities,Gauteng,Johannesburg,Branch,Mac,196.1.2.146,Gauteng,Yes,No,16,2272.4,54,49,29,No Fraud,No,No Fraud,41-50
T0000203,C01065,****4077,2025-04-21,00:58:00,ATM Withdrawal,3615.61,Takealot,Electronics,Eastern Cape,Gqeberha,Branch,Android,196.1.10.1,Eastern Cape,Yes,No,12,16253.44,209,46,25,No Fraud,No,No Fraud,41-50
T0000204,C00593,****6884,2025-06-18,05:04:00,Bill Payment,4464.58,Eskom,Utilities,Gauteng,Johannesburg,Internet Banking,Android,196.1.92.154,Gauteng,Yes,No,2,5782.87,39,18,20,No Fraud,No,No Fraud,
T0000205,C00564,****4318,2025-12-22,00:02:00,Bill Payment,2582.68,Shoprite,Grocery,Eastern Cape,Gqeberha,ATM,Android,196.1.235.99,Eastern Cape,Yes,No,15,8889.31,218,22,32,No Fraud,No,No Fraud,18-30
T0000206,C00006,****9364,2025-06-07,00:51:00,Deposit,1480.41,Engen,Fuel,Eastern Cape,Gqeberha,ATM,iPhone,196.1.201.96,Eastern Cape,No,No,10,2354.94,202,47,62,No Fraud,No,No Fraud,41-50
T0000207,C01066,****2810,2025-01-23,00:07:00,POS Purchase,4515.43,Engen,Fuel,Gauteng,Johannesburg,Internet Banking,Android,196.1.115.227,Gauteng,Yes,No,8,9611.26,53,55,37,No Fraud,No,No Fraud,51-60
T0000208,C00653,****7282,2025-04-08,09:33:00,EFT,1823.32,Takealot,Electronics,Gauteng,Johannesburg,ATM,Android,196.1.106.27,Gauteng,Yes,No,2,64.24,116,21,34,No Fraud,No,No Fraud,18-30
T0000209,C00180,****9377,2025-06-07,02:00:00,Deposit,706.51,Eskom,Utilities,Gauteng,Johannesburg,ATM,iPhone,196.1.168.53,Gauteng,Yes,No,8,6502.57,213,55,11,No Fraud,No,No Fraud,51-60
T0000210,C00408,****6243,2025-10-28,10:49:00,EFT,2774.46,Eskom,Utilities,Gauteng,Johannesburg,Internet Banking,iPhone,196.1.189.117,Gauteng,Yes,No,11,9124.59,86,45,23,No Fraud,No,No Fraud,41-50
T0000211,C01065,****6694,2025-08-31,22:07:00,EFT,915.59,Engen,Fuel,KwaZulu-Natal,Durban,ATM,iPhone,196.1.161.156,KwaZulu-Natal,Yes,No,15,8127.88,117,34,1,No Fraud,No,No Fraud,31-40
T0000212,C00618,****5431,2025-02-04,18:32:00,EFT,1045.16,Eskom,Utilities,KwaZulu-Natal,Durban,Internet Banking,Mac,196.1.195.183,KwaZulu-Natal,Yes,No,16,12310.05,99,64,28,No Fraud,No,No Fraud,61-70
T0000213,C00502,****2412,2025-10-26,11:09:00,Deposit,4511.07,Checkers,Grocery,KwaZulu-Natal,Durban,Mobile App,Windows,196.1.122.192,KwaZulu-Natal,Yes,No,16,8619.29,169,23,38,No Fraud,No,No Fraud,18-30
T0000214,C00164,****4551,2025-06-18,00:51:00,Online Transfer,1113.53,Engen,Fuel,Gauteng,Johannesburg,Mobile App,iPhone,196.1.115.28,Gauteng,Yes,No,17,6291.85,96,30,6,No Fraud,No,No Fraud,18-30
T0000215,C01068,****2607,2025-01-13,04:45:00,ATM Withdrawal,3384.58,Checkers,Grocery,KwaZulu-Natal,Durban,ATM,Mac,196.1.41.31,KwaZulu-Natal,No,No,8,6093.31,96,52,40,No Fraud,No,No Fraud,51-60
T0000216,C00746,****5386,2025-09-22,19:38:00,EFT,2310.35,Checkers,Grocery,Eastern Cape,Gqeberha,Internet Banking,Mac,196.1.225.173,Eastern Cape,Yes,No,10,14017.55,140,24,9,No Fraud,No,No Fraud,18-30
T0000217,C00297,****9490,2025-08-02,05:20:00,Deposit,804.55,Shoprite,Grocery,KwaZulu-Natal,Durban,Internet Banking,iPhone,196.1.7.189,KwaZulu-Natal,Yes,No,6,7824.33,217,55,9,No Fraud,No,No Fraud,51-60
T0000218,C00444,****1688,2025-08-01,14:40:00,Deposit,994.84,Takealot,Electronics,KwaZulu-Natal,Durban,Branch,Android,196.1.156.177,KwaZulu-Natal,No,No,8,2481.17,10,25,38,No Fraud,No,No Fraud,18-30
T0000219,C00253,****1911,2025-07-21,23:21:00,Online Transfer,669.67,Engen,Fuel,Gauteng,Johannesburg,Branch,Windows,196.1.179.57,Gauteng,Yes,No,13,12846.95,2,47,56,No Fraud,No,No Fraud,41-50
T0000220,C00017,****7845,2025-08-13,19:28:00,EFT,4536.39,Takealot,Electronics,Gauteng,Johannesburg,ATM,Android,196.1.86.58,Gauteng,Yes,No,18,4794.39,88,22,17,No Fraud,No,No Fraud,18-30
T0000221,C00227,****7061,2025-08-29,05:05:00,ATM Withdrawal,2123.14,Takealot,Electronics,Eastern Cape,Gqeberha,ATM,Mac,196.1.115.10,Eastern Cape,Yes,No,12,5324.96,156,71,9,No Fraud,No,No Fraud,71-80
T0000222,C00629,****2435,2025-09-24,04:19:00,Deposit,625.85,Checkers,Grocery,Gauteng,Johannesburg,Mobile App,Windows,196.1.175.139,Gauteng,Yes,No,0,5565.81,165,39,39,No Fraud,No,No Fraud,31-40
